log_time_ns,weight_g
2026-01-29 03:11:40.293702,0.02619805471452302
2026-01-29 03:11:40.34358,-0.10210859614156327
2026-01-29 03:11:40.393552,0.015870051055950726
2026-01-29 03:11:40.44361,0.24126987880668552
2026-01-29 03:11:40.493608,-0.09179148689838293
2026-01-29 03:11:40.543615,-0.3858957632157523
2026-01-29 03:11:40.593536,0.3240241192182778
2026-01-29 03:11:40.643592,0.11126780474578112
2026-01-29 03:11:40.693693,-0.02074534877393673
2026-01-29 03:11:40.743715,0.17847714230698666
2026-01-29 03:11:40.793566,-0.1496324543532602
2026-01-29 03:11:40.84356,0.37251017849277984
2026-01-29 03:11:40.893588,-0.0876640570817721
2026-01-29 03:11:40.943616,0.24469983671587753
2026-01-29 03:11:40.993603,-0.06821312432416697
2026-01-29 03:11:41.043579,0.24546476520508576
2026-01-29 03:11:41.093547,0.11496852961004632
2026-01-29 03:11:41.143563,-0.13097815152627787
2026-01-29 03:11:41.193583,-0.028590994779224985
2026-01-29 03:11:41.243583,-0.32351373719167076
2026-01-29 03:11:41.293797,0.20965007057397178
2026-01-29 03:11:41.343574,-0.030549931563534694
2026-01-29 03:11:41.393555,0.23152587844757871
2026-01-29 03:11:41.443543,-0.6057215628491592
2026-01-29 03:11:41.493549,-0.35684572326069364
2026-01-29 03:11:41.543601,0.4273788789031341
2026-01-29 03:11:41.593554,0.2109303594840915
2026-01-29 03:11:41.643548,0.14439904195842868
2026-01-29 03:11:41.693577,1.3764012168653326
2026-01-29 03:11:41.743567,2.064929433619703
2026-01-29 03:11:41.793553,2.8506624328026153
2026-01-29 03:11:41.843589,3.41042510119738
2026-01-29 03:11:41.893558,4.547995311298693
2026-01-29 03:11:41.943511,5.113297131844944
2026-01-29 03:11:41.993673,6.176032111478076
2026-01-29 03:11:42.043646,6.8948049543151155
2026-01-29 03:11:42.093544,7.76422525710008
2026-01-29 03:11:42.143678,8.351138102764558
2026-01-29 03:11:42.193506,9.269113160066928
2026-01-29 03:11:42.243555,10.162796140969407
2026-01-29 03:11:42.293563,10.845249888054816
2026-01-29 03:11:42.343621,11.861483260985677
2026-01-29 03:11:42.393603,12.6556238013119
2026-01-29 03:11:42.443578,13.510889969243719
2026-01-29 03:11:42.49356,14.571178954834828
2026-01-29 03:11:42.543679,14.970090233861724
2026-01-29 03:11:42.593552,15.871089810111208
2026-01-29 03:11:42.643526,16.656549811751887
2026-01-29 03:11:42.693649,17.573175391982954
2026-01-29 03:11:42.743565,18.310030627594386
2026-01-29 03:11:42.793575,19.178455321704035
2026-01-29 03:11:42.843571,20.295004190504148
2026-01-29 03:11:42.893758,21.015588955819695
2026-01-29 03:11:42.943662,21.888229467242276
2026-01-29 03:11:42.993613,22.801553842026685
2026-01-29 03:11:43.043562,23.7304821391553
2026-01-29 03:11:43.09358,23.953037482900488
2026-01-29 03:11:43.143727,24.956325974204272
2026-01-29 03:11:43.193723,26.03054572098853
2026-01-29 03:11:43.243624,26.999624935628614
2026-01-29 03:11:43.293578,27.67364279128767
2026-01-29 03:11:43.343575,28.436977099035655
2026-01-29 03:11:43.393556,29.120506133770785
2026-01-29 03:11:43.443585,30.22087210680292
2026-01-29 03:11:43.49359,31.336125298758166
2026-01-29 03:11:43.543571,31.920621884256285
2026-01-29 03:11:43.593614,32.77568227025429
2026-01-29 03:11:43.643556,33.19422433276176
2026-01-29 03:11:43.693636,34.376770860934606
2026-01-29 03:11:43.743576,35.03354394759166
2026-01-29 03:11:43.793597,36.5966222374872
2026-01-29 03:11:43.843694,36.49952431993529
2026-01-29 03:11:43.893592,37.453382980077585
2026-01-29 03:11:43.943552,38.56760716132079
2026-01-29 03:11:43.993566,39.404899326750574
2026-01-29 03:11:44.043588,40.1004394638474
2026-01-29 03:11:44.093546,41.197222391852215
2026-01-29 03:11:44.14375,41.912706121574615
2026-01-29 03:11:44.193586,42.65866227651546
2026-01-29 03:11:44.243585,43.45030855543257
2026-01-29 03:11:44.293556,44.70145536521504
2026-01-29 03:11:44.343537,45.069890045418774
2026-01-29 03:11:44.39358,46.0335223176243
2026-01-29 03:11:44.443559,47.027819769203816
2026-01-29 03:11:44.493939,47.43444612181478
2026-01-29 03:11:44.54361,48.43810475659723
2026-01-29 03:11:44.593549,49.339546463348135
2026-01-29 03:11:44.644335,49.7814913489088
2026-01-29 03:11:44.694295,49.92896618241067
2026-01-29 03:11:44.743571,49.90808635122866
2026-01-29 03:11:44.793578,50.21105863721157
2026-01-29 03:11:44.843592,50.0475778391091
2026-01-29 03:11:44.893572,49.93616453421488
2026-01-29 03:11:44.943586,49.87788790470224
2026-01-29 03:11:44.993578,49.82824446569193
2026-01-29 03:11:45.043526,49.70900486639487
2026-01-29 03:11:45.093607,49.92988774037764
2026-01-29 03:11:45.143583,49.976618316952944
2026-01-29 03:11:45.193742,49.84216837735586
2026-01-29 03:11:45.243548,49.83132006752127
2026-01-29 03:11:45.293692,50.05546391988984
2026-01-29 03:11:45.343616,49.957012078550896
2026-01-29 03:11:45.393584,50.13877881749014
2026-01-29 03:11:45.443552,49.87652869611136
2026-01-29 03:11:45.493655,50.15751360240655
2026-01-29 03:11:45.543579,50.29350456083191
2026-01-29 03:11:45.593595,49.771647429181264
2026-01-29 03:11:45.643573,49.88542904427433
2026-01-29 03:11:45.693583,50.16453821597595
2026-01-29 03:11:45.74358,50.0742535738021
2026-01-29 03:11:45.793616,49.97205549193733
2026-01-29 03:11:45.843761,50.06007926533215
2026-01-29 03:11:45.893572,50.01799035571261
2026-01-29 03:11:45.943579,50.06744757518337
2026-01-29 03:11:45.993674,49.91704552930335
2026-01-29 03:11:46.043651,49.97552932529733
2026-01-29 03:11:46.093724,49.942736324361334
2026-01-29 03:11:46.143654,50.43969679810482
2026-01-29 03:11:46.193572,50.32990216053986
2026-01-29 03:11:46.243709,50.04317779812369
2026-01-29 03:11:46.293688,50.17604435853629
2026-01-29 03:11:46.343586,50.202087278400136
2026-01-29 03:11:46.393736,50.050838353380655
2026-01-29 03:11:46.443562,50.372604683897514
2026-01-29 03:11:46.493566,49.746617473257395
2026-01-29 03:11:46.543564,49.988554319210635
2026-01-29 03:11:46.593582,49.875698688634984
2026-01-29 03:11:46.643627,49.88790238827463
2026-01-29 03:11:46.693595,50.208680814408666
2026-01-29 03:11:46.743584,49.900425175375005
2026-01-29 03:11:46.793577,49.91406599228127
2026-01-29 03:11:46.843797,49.81934911445295
2026-01-29 03:11:46.893569,50.07463911006966
2026-01-29 03:11:46.943555,50.012113965372606
2026-01-29 03:11:46.993544,49.82177134558765
2026-01-29 03:11:47.043576,50.06441377578709
2026-01-29 03:11:47.093618,49.592143595095024
2026-01-29 03:11:47.143682,50.09178839872078
2026-01-29 03:11:47.193628,49.96995055780572
2026-01-29 03:11:47.243563,50.17299234968161
2026-01-29 03:11:47.293602,49.911684761225295
2026-01-29 03:11:47.343775,49.64797286438123
2026-01-29 03:11:47.393653,49.61850764174336
2026-01-29 03:11:47.443588,50.095373890131484
2026-01-29 03:11:47.493584,50.04420701447796
2026-01-29 03:11:47.543574,50.111166369969936
2026-01-29 03:11:47.5936,50.0942628751872
2026-01-29 03:11:47.643584,0.04027853106776591
2026-01-29 03:11:47.694038,0.10660698301586469
2026-01-29 03:11:47.743603,0.037964728839316994
2026-01-29 03:11:47.793574,0.14154805091751943
2026-01-29 03:11:47.843701,-0.27217608436216467
2026-01-29 03:11:47.893576,0.010360466673659568
2026-01-29 03:11:47.943559,-0.23064150273031161
2026-01-29 03:11:47.993563,-0.022373042146084834
2026-01-29 03:11:48.04389,0.061318300785953954
2026-01-29 03:11:48.093573,0.20193288062141748
2026-01-29 03:11:48.143727,0.008918231688122433
2026-01-29 03:11:48.193568,-0.09936215912730145
2026-01-29 03:11:48.243552,0.22660593037842836
2026-01-29 03:11:48.293565,0.024896029045759185
2026-01-29 03:11:48.343588,-0.21280042032431995
2026-01-29 03:11:48.393604,0.26717193449313364
2026-01-29 03:11:48.443926,-0.2071190350980775
2026-01-29 03:11:48.493598,0.012559552628495011
2026-01-29 03:11:48.544068,-0.3933107760858997
2026-01-29 03:11:48.59356,0.16758973734692595
2026-01-29 03:11:48.643553,-0.3117722449747764
